country,year_month,sunshine_hours,daylight_hours,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,precipitation_hours,retail_index,unemployment_rate,inflation_yoy,CCI,covid_dummy,month_num,month_sin,month_cos
Germany,2016-04,306.01585300214396,418.01060422151176,8.503375962904792,20.337704734126092,-0.8335539600628226,52.492966120709,52.03587614987659,138.82533094009423,86.4,4.0,-0.3,99.45306,0,4,0.8660254037844387,-0.49999999999999983
Germany,2016-05,351.60935873843886,486.06422937700995,14.616625894750557,26.37456809513125,3.81199237155037,61.106540273726715,61.106540273726715,103.17859546780346,86.8,4.0,-0.1,99.46448,0,5,0.49999999999999994,-0.8660254037844387
Germany,2016-06,345.7747962172488,497.7761693534515,17.95552987809438,31.277462418667263,9.833161319273053,100.36816244110389,100.36816244110389,153.62519632039488,86.5,4.0,0.1,99.48529,0,6,1.2246467991473532e-16,-1.0
Germany,2016-07,366.41292353663397,499.30178234238275,19.416801045112077,30.01831949741979,10.137536459501906,68.35754992147184,68.35754992147184,113.16502131478573,87.6,3.9,0.3,99.52063,0,7,-0.4999999999999998,-0.8660254037844388
Germany,2016-08,340.9154928657792,450.7598358671129,18.721826485340205,32.35356742203276,8.969744222571236,45.20584473861342,45.20584473861342,83.0631590756114,87.8,3.9,0.3,99.57672,0,8,-0.8660254037844384,-0.5000000000000004
Germany,2016-09,299.9005425145838,378.28780278369857,18.216571684989905,30.03120933363249,8.65161543639219,27.87231321516715,27.87231321516715,49.721000673098494,87.1,3.8,0.6,99.6664,0,9,-1.0,-1.8369701987210297e-16
Germany,2016-10,151.47389577319075,329.37067720470924,9.305153184190146,18.197363697554408,1.7983172537581331,52.94061027597038,52.94061027597038,138.787861790442,89.8,3.7,0.7,99.77901,0,10,-0.8660254037844386,0.5000000000000001
Germany,2016-11,126.80544025409466,265.18998325200056,4.21100403859098,13.85052726048912,-5.164168723356517,50.05042629571461,46.794648866950865,114.29964101413506,87.8,3.7,0.8,99.90325,0,11,-0.5000000000000004,0.8660254037844384
Germany,2016-12,108.31728585994564,244.51949094900652,2.741867450259469,10.135685438635855,-4.453230872784384,33.636986762396226,33.43667264976442,82.5972627327799,90.6,3.7,1.6,100.052,0,12,-2.4492935982947064e-16,1.0
Germany,2017-01,124.63180276157357,261.1605793402388,-1.6545278539738142,6.65795378056989,-11.44619699349338,53.92480367960512,29.637289656719766,149.48137760825668,88.4,3.7,1.7,100.2156,0,1,0.49999999999999994,0.8660254037844387
Germany,2017-02,136.61244107240796,279.84532016179287,2.6585399371774736,13.337413058110837,-5.470103208436168,42.53564056540273,41.56501009647745,124.15335427417546,88.8,3.6,2.1,100.3889,0,2,0.8660254037844386,0.5000000000000001
Germany,2017-03,230.30497467279935,369.44175797185454,7.122540476380033,21.025600179492933,-1.8444805923266772,64.94234911375365,64.40520529504151,138.18970159299977,91.0,3.6,1.5,100.5632,0,3,1.0,6.123233995736766e-17
Germany,2017-04,284.2011109369157,417.5375723325356,7.744112257871513,20.199147408570788,-2.841754543414853,56.02388377832623,52.672066412385014,158.50740408346422,89.8,3.6,2.0,100.7281,0,4,0.8660254037844387,-0.49999999999999983
Germany,2017-05,310.82438867013184,485.70853849157385,14.30366187295085,29.04587166255329,0.9854610724702715,63.28326228404757,63.28326228404757,133.40946825218757,90.6,3.6,1.3,100.8713,0,5,0.49999999999999994,-0.8660254037844387
Germany,2017-06,327.1355446719268,497.7060760074663,18.249262957146062,30.367040610275975,8.294514247251513,143.80370204173207,143.80370204173207,140.14853040161543,90.8,3.5,1.7,101.0015,0,6,1.2246467991473532e-16,-1.0
Germany,2017-07,321.8760761296213,499.59200994970456,18.406542445012192,29.201402288534887,10.123850123401391,115.78355396006283,115.78355396006283,164.30581108368858,90.8,3.5,1.7,101.1175,0,7,-0.4999999999999998,-0.8660254037844388
Germany,2017-08,310.01176991374365,451.1909194718669,18.4849381545521,29.22280682073143,9.134653354274176,83.72508413731208,83.72508413731208,145.08783935382544,90.2,3.5,1.9,101.2172,0,8,-0.8660254037844384,-0.5000000000000004
Germany,2017-09,247.9788263698801,378.7705295234712,13.749182185326454,22.021483060354498,5.61350684316805,67.35481265425173,67.35481265425173,156.15705631590757,92.2,3.4,1.9,101.3019,0,9,-1.0,-1.8369701987210297e-16
Germany,2017-10,173.02555087970234,329.8251261963079,11.869996815447974,21.701637873008746,2.5651222795602417,69.99188916311421,69.99188916311421,160.2880861566076,90.6,3.4,1.5,101.3679,0,10,-0.8660254037844386,0.5000000000000001
Germany,2017-11,100.40269956529056,265.5664584610974,5.735699274549399,14.167848328472067,-2.06073592102311,79.07264976441553,77.05906439308953,189.42091092663227,91.4,3.4,1.7,101.408,0,11,-0.5000000000000004,0.8660254037844384
Germany,2017-12,76.7042346221923,244.5825285652407,3.153317724203319,11.909535562037245,-3.48118689701593,70.03698676239624,48.4296499887817,192.6148754767781,93.6,3.4,1.5,101.4177,0,12,-2.4492935982947064e-16,1.0
Germany,2018-01,106.3545445971381,260.8363673129659,3.736994361895388,12.399338119811532,-3.778786179044201,93.8384002692394,78.82088849001569,212.08884900157057,90.8,3.3,1.5,101.3888,0,1,0.49999999999999994,0.8660254037844387
Germany,2018-02,178.17161312012317,279.44305166467234,-1.3979354306227765,6.355754992147184,-12.623995961409019,18.12212250392641,7.685494727395109,72.01693964550145,90.0,3.3,1.2,101.3276,0,2,0.8660254037844386,0.5000000000000001
Germany,2018-03,186.56800680203426,368.9214220997557,2.407935686524279,15.967623962306487,-11.048395781916087,58.01172313215167,44.7488669508638,175.0783037917882,91.5,3.3,1.7,101.2377,0,3,1.0,6.123233995736766e-17
Germany,2018-04,316.35112198383314,417.0944456725375,12.476011143519557,25.708088400269236,-0.7927305362351357,47.36305811083689,46.01545882880862,105.661655822302,93.4,3.2,1.3,101.1349,0,4,0.8660254037844387,-0.49999999999999983
Germany,2018-05,394.374694038404,485.332399785294,17.05632097389391,29.5515032533094,4.126879066636751,29.05989454790217,29.05989454790217,57.17590307381647,91.8,3.2,2.5,101.0348,0,5,0.49999999999999994,-0.8660254037844387
Germany,2018-06,344.3982593632363,497.65125105670234,18.607867399596138,29.742337895445367,9.230973749158627,54.25408346421359,54.25408346421359,117.56484182185326,92.5,3.2,2.1,100.9431,0,6,1.2246467991473532e-16,-1.0
Germany,2018-07,410.1096515406477,499.8817115458205,21.1486802203131,33.9520417321068,9.645927754094682,55.04155261386583,55.04155261386583,61.66704061027597,92.5,3.2,2.2,100.865,0,7,-0.4999999999999998,-0.8660254037844388
Germany,2018-08,362.3847160287812,451.6247546431332,21.296875520203812,35.44579313439534,9.628068207314337,37.24641014135069,37.24641014135069,76.53096253085035,92.2,3.2,2.1,100.783,0,8,-0.8660254037844384,-0.5000000000000004
Germany,2018-09,284.7569986550495,379.2618485254157,16.238601450901204,29.755743773838905,4.238938748036796,48.997565627103434,48.997565627103434,85.30850347767557,92.3,3.1,2.2,100.68,0,9,-1.0,-1.8369701987210297e-16
Germany,2018-10,222.39486923877544,330.2984041454765,11.640986994000015,24.981613192730535,1.9018510208660533,30.25271483060354,30.25271483060354,84.55855956921697,92.9,3.1,2.6,100.5428,0,10,-0.8660254037844386,0.5000000000000001
Germany,2018-11,134.4698868078927,265.95032753596087,5.819679904270435,16.991709670181738,-3.363013237603769,24.00099842943684,21.537805698900605,72.8170293919677,92.8,3.1,2.2,100.3809,0,11,-0.5000000000000004,0.8660254037844384
Germany,2018-12,74.89321942076134,244.63009081033584,4.266137355519046,12.604633161319272,-3.3625196320394886,82.8676688355396,78.70341036571685,215.93145613641462,93.2,3.1,1.7,100.1909,0,12,-2.4492935982947064e-16,1.0
Germany,2019-01,100.92324510476654,260.5444308325854,1.1314727829365911,7.870080771819609,-8.629358312766435,79.21981153242092,52.069037469149656,233.401727619475,94.2,3.0,1.7,99.98457,0,1,0.49999999999999994,0.8660254037844387
Germany,2019-02,181.34175594726148,279.0291837901678,4.053520144876439,15.252647520753872,-5.33773838905093,37.148575274848554,27.797868521426963,89.31119587166255,94.6,3.0,1.7,99.77586,0,2,0.8660254037844386,0.5000000000000001
Germany,2019-03,183.17358069484956,368.4228408776457,6.882998110981639,17.425947947049583,-1.5061700695535114,71.00194076733229,67.501929549024,187.05126766883555,94.9,3.0,1.4,99.56461,0,3,1.0,6.123233995736766e-17
Germany,2019-04,304.176736379104,416.650583961247,10.317886096776606,24.711061251963205,-0.8826228404756562,28.738826564954,28.352827013686337,82.60769575947947,95.2,2.9,2.1,99.35329,0,4,0.8660254037844387,-0.49999999999999983
Germany,2019-05,293.25060652562763,484.9744537163763,11.921757004205055,23.237614987659864,0.325050482387256,78.0245905317478,77.78424949517611,156.87155037020418,93.2,2.9,1.3,99.1422,0,5,0.49999999999999994,-0.8660254037844387
Germany,2019-06,407.456494860145,497.6038510426794,21.281708922294516,35.85057213372223,10.327451200358984,51.91603096253085,51.91603096253085,76.09053174781243,96.0,2.9,1.5,98.94073,0,6,1.2246467991473532e-16,-1.0
Germany,2019-07,358.4479075209409,500.14401874766287,19.96603096253085,35.00951312542068,10.18586493156832,71.30614763293696,71.30614763293696,113.29874354947275,95.7,2.9,1.1,98.78599,0,7,-0.4999999999999998,-0.8660254037844388
Germany,2019-08,352.15325055437137,452.08505491922824,20.249206757040394,31.898754767781018,10.516019744222573,56.320708997083244,56.320708997083244,103.47588063719991,95.4,2.9,1.0,98.71825,0,8,-0.8660254037844384,-0.5000000000000004
Germany,2019-09,254.29030858979633,379.7267960000499,15.092806072844214,26.97051828584249,5.6109715054969715,71.69430109939421,71.69430109939421,139.78954453668388,96.2,2.9,0.9,98.73393,0,9,-1.0,-1.8369701987210297e-16
Germany,2019-10,198.48306793402386,330.801469807793,11.458211077898486,22.736840924388602,-1.2179492932465783,86.90817814673547,86.90817814673547,155.05900830154812,95.2,2.9,0.9,98.81117,0,10,-0.8660254037844386,0.5000000000000001
Germany,2019-11,113.50980595661008,266.29990024088204,5.8392162141949,15.238916311420235,-1.966782589185551,66.45108817590307,65.62527484855285,167.4506394435719,95.7,3.0,1.2,98.91128,0,11,-0.5000000000000004,0.8660254037844384
Germany,2019-12,122.08036462493456,244.6968336440182,4.192758401065377,13.79582678932017,-3.782735023558448,48.38107471393314,46.73059232667714,138.71696208211802,96.3,3.1,1.5,98.98896,0,12,-2.4492935982947064e-16,1.0
Germany,2020-01,129.30090730249546,260.2592071145888,4.048980943351162,12.806989006057886,-3.975544087951537,46.86719766659188,43.716042180839125,129.40442001346196,96.5,3.2,1.6,99.01745,0,1,0.49999999999999994,0.8660254037844387
Germany,2020-02,141.08007176912722,289.45176694618954,5.794778070915182,16.10608032308728,-1.925959165357864,118.79739735247925,110.00836885797622,230.62407448956696,97.0,3.3,1.7,98.97303,0,2,0.8660254037844386,0.5000000000000001
Germany,2020-03,251.94671577325306,370.00544572675943,5.478406565967271,15.649214718420463,-4.379896791563833,48.467040610275966,46.29111509984294,130.73906214942787,95.7,3.4,1.3,96.18382,1,3,1.0,6.123233995736766e-17
Germany,2020-04,352.0231945167402,418.0762815895097,10.600282701368634,22.373894996634508,-2.686369755440879,15.976250841373119,15.976250841373119,36.35203051379852,90.5,3.5,0.8,91.30285,1,4,0.8660254037844387,-0.49999999999999983
Germany,2020-05,333.8501440013213,486.12606116377486,12.572837942489885,24.306113978012117,1.1818375588961185,47.6727731658066,47.65608032308728,102.33172537581332,100.7,3.7,0.5,93.42013,1,5,0.49999999999999994,-0.8660254037844387
Germany,2020-06,337.31815888334205,497.7979268460349,18.18546069852666,29.73018846757909,8.021079201256452,85.15464437962756,85.15464437962756,142.99921471842046,100.2,3.8,0.8,97.28812,1,6,1.2246467991473532e-16,-1.0
Germany,2020-07,359.84709096832705,499.2748315692544,18.406509513849183,29.75851469598385,9.511150998429436,63.31359658963429,63.31359658963429,144.22077630693292,100.5,3.8,0.0,98.72684,1,7,-0.4999999999999998,-0.8660254037844388
Germany,2020-08,337.18474110450484,450.70004452546556,21.44967466905991,34.638826564954,10.789623064841821,60.94285393762622,60.94285393762622,108.3623513574153,102.2,3.9,-0.1,99.15738,1,8,-0.8660254037844384,-0.5000000000000004
Germany,2020-09,272.59813865081145,378.2289432322439,15.684476105003364,29.673423827686786,5.562227956024231,56.782140453219654,56.782140453219654,97.4417769800314,101.4,3.8,-0.4,99.39268,1,9,-1.0,-1.8369701987210297e-16
Germany,2020-10,172.8664662160646,329.30264571522946,10.98192839100509,20.68898362126991,2.820753870316356,74.87249270809963,74.87249270809963,187.24411038815347,103.9,3.8,-0.5,99.62897,1,10,-0.8660254037844386,0.5000000000000001
Germany,2020-11,156.48683162129484,265.14365113273755,6.903068955201556,19.704139555754992,-2.4445591204846306,23.151155485752746,23.031747812429884,74.11577294144043,104.7,3.8,-0.7,99.86319,1,11,-0.5000000000000004,0.8660254037844384
